age,Working Section,Financial Weight,education,education-num,Marriage Status,occupation,Relationship Status,Skin Color,Gender,Capital Gain,Capital Loss,hours-per-week,Country,id,Predictions
38,Private,234962,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,2829,0,30,Mexico,2998,Poor
33,Private,392812,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,45,United-States,17088,Rich
45,Private,242391,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,60,United-States,24128,Rich
37,Private,280500,Some-college,10,No Marriage,Tech-support,Own-child,Black,Female,0,0,40,United-States,24812,Poor
27,Private,230563,HS-grad,9,No Marriage,Adm-clerical,Own-child,White,Female,0,0,40,United-States,24700,Poor
21,Private,305781,HS-grad,9,No Marriage,Handlers-cleaners,Unmarried,White,Male,0,0,45,United-States,16396,Poor
42,Private,77373,Some-college,10,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,38,United-States,10387,Poor
65,Private,271092,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,?,11187,Poor
31,Private,48588,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,6759,Poor
57,Private,136107,9th,5,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,United-States,16225,Rich
59,Private,268840,Some-college,10,Married Civilian,Adm-clerical,Other-relative,White,Female,0,0,16,United-States,11613,Rich
25,Self Employed No Inc,217030,HS-grad,9,No Marriage,Other-service,Unmarried,White,Female,0,0,30,United-States,27560,Poor
58,Private,223400,Assoc-acdm,12,Married Civilian,Priv-house-serv,Other-relative,White,Female,0,0,35,Poland,17707,Poor
47,Private,176140,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,5750,Rich
49,Private,61885,11th,7,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,6204,Poor
27,Private,311446,HS-grad,9,Married Civilian,Adm-clerical,Wife,White,Female,5178,0,40,United-States,17578,Rich
55,Private,256953,HS-grad,9,Widowed,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,25971,Poor
27,Private,112754,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,1485,60,United-States,16631,Rich
57,Private,173090,HS-grad,9,Widowed,Sales,Unmarried,White,Female,0,0,32,United-States,20516,Poor
57,Local Government,323309,7th-8th,4,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,5232,Poor
29,Private,134890,Assoc-voc,11,Married Civilian,Farming-fishing,Husband,White,Male,0,0,40,United-States,9066,Rich
31,?,233371,HS-grad,9,Married Civilian,?,Wife,Black,Female,0,0,45,United-States,18322,Poor
25,Private,120238,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,26086,Poor
59,Private,221336,10th,6,Widowed,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,40,Philippines,9848,Poor
40,Private,77247,12th,8,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,22870,Rich
23,Self Employed No Inc,258298,Bachelors,13,No Marriage,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,5397,Rich
23,Private,274424,11th,7,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,13472,Poor
29,Private,301031,HS-grad,9,Married Civilian,Transport-moving,Husband,Black,Male,0,0,40,United-States,6353,Poor
76,Local Government,178665,9th,5,Married Civilian,Other-service,Husband,White,Male,0,0,30,United-States,22685,Poor
26,Private,280093,Some-college,10,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,832,Poor
33,Private,216145,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,20065,Poor
24,Private,29302,Some-college,10,No Marriage,Other-service,Own-child,White,Female,0,0,40,?,30656,Poor
62,?,123992,HS-grad,9,Married Civilian,?,Husband,White,Male,0,0,40,United-States,16454,Poor
36,Self Employed No Inc,160120,Bachelors,13,Married Civilian,Sales,Husband,Other,Male,0,0,45,?,9739,Poor
32,Private,137076,Some-college,10,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,17432,Poor
37,Private,109133,Masters,14,Separated,Exec-managerial,Not-in-family,White,Male,27828,0,60,Iran,20243,Rich
57,Self Employed + Inc,33725,Bachelors,13,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,17901,Rich
26,Self Employed No Inc,118523,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,27336,Poor
51,Private,138514,Assoc-voc,11,Divorced,Tech-support,Unmarried,Black,Female,0,0,48,United-States,30883,Poor
61,?,179761,HS-grad,9,Married Civilian,?,Husband,White,Male,0,0,40,United-States,10102,Rich
59,Private,656036,Bachelors,13,Separated,Adm-clerical,Unmarried,White,Male,0,0,60,United-States,4278,Poor
45,Private,189890,Assoc-acdm,12,Divorced,Prof-specialty,Unmarried,White,Female,5455,0,38,United-States,3259,Poor
24,Private,441700,Bachelors,13,No Marriage,Tech-support,Own-child,White,Male,0,0,40,United-States,10865,Poor
72,?,76860,HS-grad,9,Married Civilian,?,Husband,Asian-Pac-Islander,Male,0,0,1,United-States,19337,Poor
22,?,330571,HS-grad,9,No Marriage,?,Not-in-family,White,Female,0,0,45,United-States,27038,Poor
21,Self Employed No Inc,236769,7th-8th,4,No Marriage,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,27931,Poor
30,Private,124020,HS-grad,9,Married but Spouse Absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,12371,Poor
23,Private,115326,Some-college,10,No Marriage,Sales,Own-child,White,Female,0,0,20,United-States,18799,Poor
22,Private,191324,Some-college,10,No Marriage,Protective-serv,Own-child,White,Male,0,0,25,United-States,3989,Poor
40,Local Government,293809,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,20,United-States,31455,Poor
21,Private,119704,Some-college,10,No Marriage,Sales,Unmarried,White,Female,0,0,35,United-States,27011,Poor
41,Private,352812,Some-college,10,Married Civilian,Exec-managerial,Wife,White,Female,0,1902,40,United-States,15481,Rich
52,Private,190333,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,9493,Rich
25,Private,311124,Prof-school,15,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,31157,Poor
36,Private,155537,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,65,Poor
54,Private,88278,Doctorate,16,Married Civilian,Prof-specialty,Husband,White,Male,0,1977,50,United-States,5764,Rich
47,Private,216999,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,45,United-States,10628,Poor
57,Private,180920,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,10716,Rich
60,Private,227332,Assoc-voc,11,Widowed,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,4959,Poor
43,State Govenment,198965,Masters,14,Married Civilian,Prof-specialty,Husband,White,Male,0,0,40,United-States,10808,Rich
51,Private,252903,10th,6,Married Civilian,Sales,Husband,White,Male,0,1977,40,United-States,3137,Rich
38,Private,106838,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,15750,Poor
43,Self Employed No Inc,396758,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,1887,70,United-States,6082,Rich
38,Self Employed No Inc,192939,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,29022,Poor
34,Private,381153,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,21940,Poor
36,Private,143486,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,40,United-States,17017,Rich
24,Private,165064,Some-college,10,No Marriage,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,25464,Poor
38,Private,304651,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,0,0,45,United-States,11706,Rich
47,State Govenment,189123,HS-grad,9,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,2741,Poor
45,Private,189225,HS-grad,9,No Marriage,Other-service,Unmarried,Black,Female,0,0,40,United-States,10884,Poor
61,Police,60641,Some-college,10,Married Civilian,Adm-clerical,Wife,White,Female,0,0,30,United-States,14480,Poor
38,Self Employed No Inc,172342,Some-college,10,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,28975,Poor
45,Private,188386,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,1628,45,United-States,1927,Poor
20,Private,117222,Some-college,10,No Marriage,Tech-support,Own-child,White,Male,0,0,15,United-States,30261,Poor
24,State Govenment,247075,HS-grad,9,No Marriage,Adm-clerical,Unmarried,Black,Female,0,0,20,United-States,11287,Poor
47,Private,142061,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,30702,Poor
19,?,166018,Some-college,10,No Marriage,?,Own-child,White,Female,0,0,40,United-States,31765,Poor
43,Private,221550,Masters,14,No Marriage,Other-service,Not-in-family,White,Female,0,0,30,Poland,1372,Poor
27,Private,165365,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,2885,0,40,Laos,15443,Poor
31,Private,91964,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,24093,Poor
41,Private,198196,HS-grad,9,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,16375,Poor
44,Self Employed + Inc,120277,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,99999,0,45,United-States,23999,Rich
25,Private,234057,HS-grad,9,No Marriage,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,11462,Poor
18,?,156608,11th,7,No Marriage,?,Own-child,White,Female,0,0,25,United-States,32335,Poor
34,Self Employed No Inc,213226,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,1485,35,?,15792,Poor
50,Self Employed No Inc,371305,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,1902,60,United-States,30481,Rich
49,Private,196707,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,7298,0,43,United-States,17758,Rich
27,Self Employed No Inc,442612,HS-grad,9,Married Civilian,Sales,Husband,White,Male,0,0,65,United-States,8751,Rich
46,Self Employed No Inc,328216,Prof-school,15,Married Civilian,Prof-specialty,Husband,White,Male,0,0,45,United-States,27757,Rich
38,Private,103456,Bachelors,13,Separated,Prof-specialty,Unmarried,White,Male,0,0,40,United-States,13052,Poor
46,Police,297906,Bachelors,13,Married Civilian,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,50,United-States,7060,Rich
41,Private,210844,Some-college,10,Married but Spouse Absent,Sales,Unmarried,Black,Female,0,0,40,United-States,19110,Poor
43,Private,115562,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,0,42,United-States,13204,Rich
21,?,205939,Some-college,10,No Marriage,?,Own-child,White,Male,0,0,40,United-States,32310,Poor
35,Self Employed No Inc,31095,Assoc-voc,11,No Marriage,Farming-fishing,Not-in-family,White,Male,0,0,60,United-States,19175,Poor
45,Private,257609,Bachelors,13,Married Civilian,Exec-managerial,Husband,White,Male,0,0,40,United-States,30342,Rich
44,Self Employed + Inc,133060,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,2789,Poor
27,Private,198188,HS-grad,9,Married Civilian,Adm-clerical,Husband,White,Male,2580,0,45,United-States,23700,Poor
26,Police,52322,Bachelors,13,No Marriage,Tech-support,Not-in-family,Other,Male,0,0,60,United-States,17524,Poor
52,Private,156953,HS-grad,9,Married Civilian,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,26860,Rich
60,Self Employed No Inc,376973,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,42,United-States,4850,Rich
31,State Govenment,1033222,Some-college,10,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,414,Poor
43,State Govenment,242521,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,13670,Poor
50,Private,198362,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,26563,Poor
42,Private,310632,Some-college,10,Married Civilian,Craft-repair,Husband,Black,Male,0,0,40,United-States,3958,Rich
33,Private,164748,Bachelors,13,Married Civilian,Transport-moving,Husband,White,Male,0,0,40,United-States,5573,Poor
36,?,216256,HS-grad,9,Married Civilian,?,Husband,White,Male,3464,0,30,United-States,8057,Poor
31,Private,61308,10th,6,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,18741,Poor
29,Private,274010,Some-college,10,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,26164,Poor
50,Private,138514,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,16926,Poor
46,Private,162030,HS-grad,9,Widowed,Adm-clerical,Unmarried,White,Female,0,0,43,United-States,26954,Poor
53,Private,155963,Bachelors,13,Married Civilian,Sales,Husband,White,Male,0,0,30,United-States,22286,Poor
63,Private,20323,Some-college,10,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,25405,Poor
44,Private,174491,HS-grad,9,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,2807,Poor
26,Private,166666,Some-college,10,No Marriage,Other-service,Not-in-family,White,Female,0,0,35,United-States,16661,Poor
25,Private,197036,10th,6,No Marriage,Craft-repair,Own-child,White,Male,0,0,40,United-States,11002,Poor
63,Private,102479,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,6943,Poor
49,Self Employed No Inc,127921,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,27099,Poor
61,?,198686,Assoc-acdm,12,Married Civilian,?,Husband,White,Male,0,0,2,United-States,12918,Rich
61,Private,178312,Assoc-acdm,12,Married Civilian,Exec-managerial,Husband,White,Male,0,0,42,United-States,29605,Poor
52,Local Government,238959,Masters,14,No Marriage,Prof-specialty,Not-in-family,White,Male,0,0,32,United-States,14180,Rich
30,Private,164190,HS-grad,9,No Marriage,Adm-clerical,Not-in-family,White,Male,0,0,38,?,5647,Poor
58,Local Government,205267,Bachelors,13,Married Civilian,Prof-specialty,Wife,White,Female,0,0,40,United-States,1118,Rich
23,Private,215115,Bachelors,13,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,29943,Poor
40,Private,137304,Bachelors,13,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,20232,Poor
45,Private,47314,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,1902,40,?,29440,Rich
44,Self Employed + Inc,95150,Some-college,10,Married Civilian,Exec-managerial,Husband,White,Male,0,0,50,United-States,6942,Rich
50,Private,109277,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,29654,Rich
21,State Govenment,110946,HS-grad,9,No Marriage,Adm-clerical,Own-child,White,Female,0,0,43,United-States,30323,Poor
23,Private,27776,HS-grad,9,Married Civilian,Other-service,Husband,White,Male,0,0,40,United-States,21300,Poor
30,Private,363296,HS-grad,9,No Marriage,Handlers-cleaners,Unmarried,Black,Male,0,0,72,United-States,6729,Poor
30,Private,339773,HS-grad,9,No Marriage,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,25117,Poor
73,Private,336007,Bachelors,13,Married Civilian,Prof-specialty,Husband,White,Male,0,2246,40,United-States,20568,Rich
22,?,334593,Some-college,10,No Marriage,?,Not-in-family,White,Male,0,0,40,United-States,30698,Poor
32,Police,174215,Bachelors,13,No Marriage,Exec-managerial,Not-in-family,White,Female,0,0,60,United-States,17408,Poor
34,Private,193344,Some-college,10,No Marriage,Adm-clerical,Unmarried,White,Female,0,0,40,Germany,32141,Poor
36,Self Employed + Inc,107218,Some-college,10,Divorced,Sales,Unmarried,Asian-Pac-Islander,Male,0,0,55,United-States,25101,Poor
39,Self Employed No Inc,134475,Bachelors,13,Divorced,Adm-clerical,Not-in-family,White,Male,0,1762,40,United-States,12807,Poor
37,Private,31023,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,45,United-States,7374,Poor
26,Local Government,167261,Bachelors,13,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,16519,Poor
31,Private,292592,HS-grad,9,Married Civilian,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,32528,Poor
52,Private,363405,HS-grad,9,Separated,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,3620,Poor
55,Private,145214,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,4650,0,20,United-States,21055,Poor
55,Private,147098,HS-grad,9,Married Civilian,Craft-repair,Husband,White,Male,0,0,50,United-States,4133,Rich
29,Police,124953,Assoc-voc,11,Married Civilian,Tech-support,Husband,White,Male,0,0,42,United-States,13978,Rich
19,Private,417657,HS-grad,9,No Marriage,Handlers-cleaners,Own-child,White,Male,0,0,50,United-States,3258,Poor
36,Private,32709,Some-college,10,Divorced,Sales,Not-in-family,White,Female,3325,0,45,United-States,19269,Poor
38,Private,105017,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Male,0,0,40,United-States,2270,Poor
60,?,191118,HS-grad,9,Married Civilian,?,Husband,White,Male,0,1848,40,United-States,6935,Rich
26,Private,260614,HS-grad,9,Married Civilian,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,14136,Poor
21,State Govenment,258490,Some-college,10,No Marriage,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,2280,Poor
47,Private,151584,HS-grad,9,Divorced,Sales,Own-child,White,Male,0,1876,40,United-States,9978,Poor
41,Local Government,384236,Assoc-voc,11,No Marriage,Other-service,Not-in-family,White,Male,0,0,40,United-States,10933,Poor
36,Private,320811,Some-college,10,Married Civilian,Craft-repair,Husband,White,Male,0,0,40,United-States,13598,Rich
47,Private,162302,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,20,United-States,23869,Poor
38,Private,52963,Bachelors,13,No Marriage,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,18822,Poor
60,Self Employed No Inc,218085,HS-grad,9,Married Civilian,Other-service,Wife,Black,Female,0,0,50,United-States,20234,Poor
64,Private,144182,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,23,United-States,24911,Poor
24,Private,132327,Some-college,10,Married but Spouse Absent,Sales,Unmarried,Other,Female,0,0,30,Ecuador,12773,Poor
41,Local Government,36924,Some-college,10,Married Civilian,Adm-clerical,Husband,White,Male,0,0,40,United-States,27442,Rich
40,Private,188465,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,35,United-States,28399,Poor
